serialNo,catRecID,volRecID,serNoRecID,Title-Tibetan,"colophon "
M0051374-027,148961,27,271,"RJE BTZUN BLA MA THAMS CAD MKHYEN PA DHARMA BHA DRA DPAL BZANG PO LA RNAM THAR GYI SGO NAS GSOL BA 'DEBS TSUL DNGOS GRUB GRU CHAR G-YO BA'I SPRIN PHUNG ZHES BYA BA BZHUGS","@004B CES RJE BTZUN BLA MA THAMS CAD MKHYEN PA DHARMA BHA DRA

DPAL BZANG PO LA RNAM THAR GYI SGO NAS GSOL BA 'DEBS TSUL DNGOS
GRUB GRU CHAR G-YO BA'I SPRIN PHUNG ZHES BYA BA 'DI YANG, BZHAD
PADMA CHOS SDINGS RAB BYUNG MA TSOGS SPYI, PA RNAM KHRIMS GLING
RAB BYUNG MA CHOS LDAN DBANG MO,

DAD PA DANG GTONG BA SOGS KHYIM PA'I YON TAN GYIS PHYUG PA DBANG
'DUS TSE RING LAGS BCAS NAS RIM PAR NAN GYIS BSKUL BA LTAR, RJE
BTZUN BLA MA DE NYID KYI SKU'I DPON POR GYUR CING CHUNG NGU'I
DUS NAS THUGS RJE CHEN POS SPYAN GYI 'BRAS

@005A *, ,BU BZHIN DU BSKYANGS PA'I SKAL BAS MTHO BA DBYANGS CAN
GRUB PA'I RDO RJES YONGS 'DZIN ZHES PA CHU BYI LO'I KHRUMS STOD
ZLA BA'I DMAR PHYOGS BZANG PO GSUM MA'I NYIN BZHAD DNGUL CHU RI
KHROD DGA' LDAN RTZE'I GZIM PHUG TU

DAD GUS CHEN POS BRIS PA 'DIS KYANG RJE BTZUN BLA MA DE NYID
KYIS MNYES BZHIN RJES SU 'DZIN PAR GYUR CIG ,MANGGA LA SHRE YA
WARDHANTU,, *, ,(SDE DGE'I PAR RKOS TSE RING PHUN TSOGS DANG
BSTAN PA DAR RGYAS KYIS LHAG BSAM RNAM PAR DAG PAS PAR DU
BSGURBS PA DGE'O, ,ZHAL GRO,,)"
M0016401,64630,28,272,"NO TITLE [@001A SMAN BLA MCHED BDUN LA GSOL BA GDAB TSUL NI,]","@001B CES PA 'DI

YANG THAR RTZE NAM MKHA' DPAL BZANG DANG, KU S'A LI DHARMA
BADZRA GYI GSUNG LA BTUS NAS BAN GZUGS DHARMA BHA DRAS RANG GI
NYAMS LEN DU BRIS,, ` PAR 'DI BZHAD LJONGS DGE 'PHEL CHOS GRVAR
BZHUGS,, DGE LEGS 'PHEL,, ,,"
M0016402,64631,28,273,"BDE MCHOG DRIL BU LUS DKYIL GYI SGOS CHOS MDOR BSDUS SOGS BZHUGS",
M0016403,64632,28,274,"DPAL 'KHOR LO SDOM PA'I RIN CHEN BZHI'I SNGAGS BTU'I RJES GNANG BYA TSUL LEGS BSHAD GSER GYI THUR MA ZHES BYA BA BZHUGS","@012B CES

DPAL 'KHOR LO SDOM PA'I RIN CHEN BZHI'I SNGAGS BTUS NAS BYIN
GYIS BRLAB TSUL MDOR BSDUS GO BDE BAR BRJOD PA'I LEGS BSHAD GSER
GYI THUR MA ZHES BYA BA 'DI NI 'DI KHA'I RTZA RGYUD, SBAS DON
KUN GSAL, RIN CHEN 'PHRENG BA, NYI

MA'I SNYING PO RNAMS LA LEGS PAR BRTAGS NAS SNYING PO'I BCUD
PHYUNGS TE, GSER 'PHYANG GI LO DGE SLONG DHARMA BHA DRAS DNGUL
CHU'I RI PHUG TU SBYAR BA'O,, ` ,,SDE DGE'I PAR RKOS SHES RAB
BZANG POS BAR TU BSGRUBS PA DGE'O,, ,SARBA MANGGA LAm,, ,,"
M0016404,64633,28,275,"BDE MCHOG DKAR PO'I SGO NAS RDZOGS RIM LA BRTEN PA'I TSE BSRING TSUL 'CHI MED SROG GI DPAL STER ZHES BYA BA BZHUGS SO","@003B GRUB RGYAL RDZOGS RIM SGO NAS TSE BSRING TSUL, ,BDE
MCHOG TSE 'PHEL DKAR POR SBYOR CIG

CES; ;DBYANGS CAN GRUB PA'I RDO RJES BSKUL BA'I NGOR, ,BAN RGAN
DHARMA BHA DRAS SBYAR BA DGE, DZA GA TAm,, ,,"
M0016405,64634,28,276,"RJE BTZUN N'A RO MKHA' SPYOD MA'I BLA MA'I RNAL 'BYOR GNAD DON KUN TSANG ZHES BYA BA BZHUGS","@007A *, ,ZHES RJE BTZUN N'A RO MKHA' SPYOD MA'I BLA MA'I RNAL
'BYOR GNAD DON KUN TSANG ZHES BYA BA 'DI YANG LAM

@007B 'DIR NYAMS LEN SNYING POR MDZAD PA GCES DPAL LDAN LAGS NAS
SA BON DANG BCAS NAN CHEN POS BSKUL MA MDZAD PA LA BRTEN NAS BAN
RGAN DHARMA BHA DRAS SGYUR BYED KYI LO SA GA ZLA BA'I YAR TSES
BZANG POR

DNGUL CHU'I RI PHUG TU SBYAR BA'O, ,SHU BHAm, ,"
M0016406,64635,28,277,"NO TITLE [@001A AOm A'A: H'Um, RANG LHAR GSAL CHOS KYI 'KHOR LO'I DBUS, ,MDOG RAB DMAR CHOS 'BYUNG NYIS BRTZEGS NANG, ,GDAN DRI BRAL ZLA BA'I DKYIL 'KHOR STENG, ,SKYABS KUN 'DUS BLA MA LHA TSOGS BZHUGS,]","@001A *, ,JA MCHOD 'BUL TSUL 'DI, ,SDE LA DAR RGYAS NAS, ,NAN
CHER BSKUL BA LTAR, ,DHARMA BHA DRAS SBYAR, ,SHU BHAm,, ,,"
M0016407,64636,28,278,"RJE BTZUN RDO RJE RNAL 'BYOR MA N'A RO MKHA' SPYOD KYI SINDHU RA'I DKYIL 'KHOR SGRUB MCHOD DANG DBANG GI CHO GA BDE CHEN GSAL SGRON ZHES BYA BA BZHUGS SO","@026A *, ,ZHES PA 'DI NI RJE BTZUN BLA MA DE NYID KYIS RNAL

'BYOR MA'I CHO GA 'DI PAR DU 'KHOD ZIN PA MA GTOGS, DA LTA'I LAG
LEN LTAR BSGRIGS NA BLO RMONGS LA PHAN CHE BAR 'DUG ,CES GSUNGS
PA'I DGONGS PA BSGRUB PHYIR ME 'BRUG LO PAR GSAR RKO BYED {???}

DBYANGS CAN GRUB PA'I RDO JRES BSGRIGS PA'O, ,'DI LA BRTEN NAS
BDAG DANG PHA MA 'BREL THOGS THAMS CAD BLA MA RDO RJE RNAL 'BYOR
MAS 'BRAL MED RJES SU 'DZIN PAR GYUR CIG ,SDE DGE'I PAR RKOS
{???}

RAB BZANG POS PAR DU BSGRUBS PA DGE'O,, ZHAL GRO ,SARBA MANGGA
LAm,, ,,"
M0016408,64637,28,279,"RJE BTZUN N'A RO MKHA' SPYOD MA'I BSNYEN YIG GNAD KYI LDE MIG CES BYA BA BZHUGS","@006B CES RJE BTZUN N'A RO MKHA' SPYOD MA'I BSNYEN YIG GNAD
KYI LDE MIG CES BYA BA 'DI YANG CHA TSANG BA'I LAM LA TSE BLOS

@007A *, ,BTANG GIS SGRUB PA SNYING POR MDZAD PA DPON TSANG TSE
DBANG RDO RJE'I GSUNG GIS BSKUL MA NAN CHER MDZAD NGOR, BDAG
CHEN KUN DGA' BKRA SHIS, RGYAL RTZA BA NGAG DBANG BSOD NAMS,
RMOR CHEN KUN DGA' LHUN GRUB RNAMS

KYI GZHUNG LA BRTEN NAS, BAN GZUNGS SNYOM LAS PA DHARMA BHA DRAS
SBYAR BA'O,, SHU BHAm,, ,,"
M0016409,64638,28,280,"RJE BTZUN RDO RJE RNAL 'BYOR MA'I SNGAGS BTU'I RJES GNANG BYA TSUL GNAS GSUM MKHA' 'GRO'I SNYING THIG CES BYA BA BZHUGS","@005B CES RJE BTZUN RDO RJE RNAL 'BYOR MA'I SNGAGS BTU'I RJES
GNANG BYA TSUL GNAS GSUM MKHA' 'GRO'I SNYING THIG CES BYA BA 'DI
NI,

BDE MCHOG GI RIN CHEN BZHI'I SNGAGS BTU DANG, N'A RO MKHA' SPYOD
MA'I LUNG GSUM GYI RJES GNANG GI RGYUN LEGS PAR THOB PA'I BANDE
DHARMA BHA DRAS SA SKYONG GI LOR DNGUL CHU'I RI PHUG TU SBYAR
BA'O,, ,,"
M0016410,64639,28,281,"NO TITLE [@001A NA MO GU RU WE, SKYABS GNAS KUN 'DUS RTZA BA'I BLA MA LA, ,SKYABS SU MCHI 'O BDAG RGYUD BYIN GYIS RLOBS, ,'GRO KUN GDUNG BSGRAL GTAN BDER DGOD PA'I PHYIR, ,RDZOGS BYANG 'THOB RGYUR RIM GNYIS BSGOM PAR BGYIS,]","@001B CES PA 'DI YANG RJE THU'U BKVAN PA'I GSUNG LA BRTEN NAS
DHARMA BHA DRAS BRIS,, ,,"
M0016411,64640,28,282,"NO TITLE [@001A RTA MGRIN GSANG SGRUB KYI BRGYUD 'DEBS KYI, SANGS RGYAS YE SHES PAn CHEN THAMS CAD MKHYEN,]","@001A *, ,ZHES TH'U BKVAN BLO BZANG CHOS KYI NYI MAS MDZAD
PA'I SGRUB THABS RTA ZHAL GYI BRGYUD 'DEBS DANG NANG MCHOD KHA
SKONG 'DI

YANG RANG DBON DBYANGS CAN GRUB PA'I RDO RJES LHA 'DI'I BSNYEN
PA BYED SKABS DGOS TSUL LTAR DHARMA BHA DRAS BRIS,, SHU BHAm;;
;;"
M0016412,64641,28,283,"'PHO KHRID DPA' BO G-YUL 'JUG GI LHAN THABS ZIN BRIS BZHUGS","@004A *, ,LHAN THABS KYI ZIN BRIS 'DI DGE SLONG DHARMA BHA
DRAS BRIS,, ,,"
M0016413,64642,28,284,"NO TITLE [@004A PHYAG GI AUTPA LA'I, ,THABS MCHOG GNAM RU BKANGS PA'I SHES RAB MANGS, ,SGRIB GNYIS SROG GI RTZA THAG BCAD MIN NAM, ,THUGS RJE'I LCAGS KYUS 'GRO KUN SRID MTSO LAS, ,]","@005B (CES BCOM LDAN 'DAS MA KU RU KU LLE LA BSTOD CING GSOL
BA 'DEBS PA'I RAB TU BYED PA SRID ZHI'I GTZUG RGYAN, ZHES BYA BA
'DI NI SH'AKYA'I DGE SLONG DHARMA BHA DRAS LCAGS BYA SMIN DRUG
ZLA BA'I YAR TSES 10

BZANG POR DBEN GNAS DGA' LDAN CHOS 'PHEL GYI SGRUB KHANG DU
SBYAR BA DGE LEGS 'PHEL, ,)"
M0016414,64643,28,285,"TSE SGRUB 'KHYER BDE KUN PHAN BZHUGS","@001B CES PA 'DI YANG DHARMA BHA DRAS RANG GI NYAMS LEN DU
BRIS,, ,,"
M0016415,64644,28,286,"BKA' GDAMS THIG LE BCU DRUG GI SGRUB DKYIL PHUL BYUNG DGONGS RGYAN SNYING PO ZHES BYA BA BZHUGS","@016A *, ,GTOR 'BUL GNAD DON SNYING POR DRIL 'DI YANG, ,DHVA
DZA ME TRI'I MTSAN CAN RNAM GNYIS GZHUNG, ,JI BZHIN DHARMA BHA
DRAS YI GER BRIS,, ,,SARBA DZA GA TAm,, ,,

(*, SDE DGE'I PAR RKOS PADMA'I PAR DU BSGRUBS PA DGE'O,, ,,)"
M0016416,64645,28,287,"DKA' GDAMS THIG LE BCU DRUG GI BSTOD GZUNGS MDOR BSDUS BYA TSUL BZHUGS","@002B ZHES BKA' GDAMS THIG LE BCU DRUG GI PHYAG BZLAS MDOR
BSDUS 'DI NI MKHAR KHANG LCAM DRUNG LAGS KYI NYAMS BZHES SU
DHARMA BHA DRAS BSGRIGS PA'O,,"
M0016417,64646,28,288,"NO TITLE [@001A NA MO GU RA WE, SANGS RGYAS CHOS TSOGS MA LAN GSUM GYI SKYABS SEMS BYAS LA, 'OD GSAL STONG PA'I DBYINGS LAS SEMS KYI MDANGS, ,'JA' TSON GUR NANG PAD DKAR LTE BA LA,]","@001B CES THIG LE BCU DRUG GI BSGOM BZLAS SNYING POR DRIL PA
'DI RJE DKON MCHOG BSTAN PA'I SGRON ME'I GSUNG BZHIN DHARMA BHA
DRAS BRIS PA'O, ,SARBA MANGGA LAm,,"
M0016418,64647,28,289,"NO TITLE [@001A NA MO GU RU LO KE SHVA R'A YA, SANGS RGYAS CHOS DANG TSOGS KYI MCHOG RNAMS LA, ,BYANG CHUB BAR DU BDAG NI SKYABS SU MCHI, ,BDAG GIS SBYIN SOGS BGYIS PA 'DI DAG GIS, ,'GRO LA PHAN PHYIR SANGS RGYAS 'GRUB PAR SHOG]","@001B CES PA 'DI YANG DGE SLONG DHARMA BHA DRAS BRIS PAS PHAN
THOGS PAR GYUR CIG ,TSE 'DAS LHAS LHA'I CHED DU BZHENGS, ,"
M0016419,64648,28,290,"JA MCHOD 'KHRID YIG MAN NGAG GSAL SGRON DANG, SPYAN RAS GZIGS KYI BLA MA'I RNAL 'BYOR GYI 'KHRID YIG PHAN BDE'I DPAL STER ZHES BYA BA BZHUGS SO","@008A *, ,ZHES 'PHAGS PA SPYAN RAS GZIGS KYI BLA MA'I RNAL
'BYOR GYI 'KHRID YIG PHAN BDE'I

DPAL STER ZHES BYA BA 'DI YANG DREL DBON NOR BU DGOS SKYES NAS
DMIGS 'KHRID JI LTAR PHOG PA LTAR YIG THOG TU 'KHOD PA DGOS ZHES
NAN CHEN POS BSKUL BA'I NGOR, BAN GZUGS DHARMA BHA DRAS SUG BRIS
SU BGYIS PA MANGGA LAm BHA BANTU,, ,,"
M0016420,64649,28,291,"'PHAGS PA BCU GCIG ZHAL LA BRTEN PA'I SMYUNG GNAS KYI CHO GA BSDUS PA BZHUGS","@005A *, ,(ZHES RGYAL MCHOG LNGA PAS MDZAD PA'I SMYUNG GNAS
KYI CHO GA BSGRIGS 'DI YANG DGE SLONG DHARMA BHA DRAS PHAN 'DOD
KYIS BRIS PA DGE LEGS 'PHEL,, ,,)"
M0016421,64650,28,292,"SMYUNG GNAS KYI CHO GA BSDUS PA'I 'KHRID YIG GRUB BRNYES DPAL MO'I DGONGS RGYAN ZHES BYA BA BZHUGS","@029B CES SMYUNG GNAS KYI CHO

GA BSDUS PA'I 'KHRID YIG GRUB BRNYES DPAL MO'I DGONGS RGYAN ZHES
BYA BA 'DI YANG, DAD RTZON DAM TSIG GTZANG MA'I RGYAN DANG LDAN
PA DGE SDINGS NE'U GSING PA'I LCAM DRUNG LAGS NAS NAN CHEN POS
BSKUL BAR MA ZAD PHYOGS 'DI'I

DAD LDAN MANG PO LA PHAN DU RE BA'I BSAM PAS SA SKYONG ZHES PA
SHING BYA CHO 'PHRUL ZLA BA'I YAR TSES BCO LNGA'I NYIN BZHAD
DNGUL CHU'I RI PHUG TU DGE SLONG DHARMA BHA DRAS SBYAR BA'O,,
MANGGA LAm,, ,,"
M0016422,64651,28,293,"GRUB DBANG GNYAN TSEM BU BA'I LUGS KYI THUGS RJE CHEN PO'I DMAR KHRID SNYAN BRGYUD BDUD RTZI'I ZEGS MA ZHES BYA BA BZHUGS","@010B CES GRUB DBANG GNYAN TSEM BU BA'I LUGS KYI THUGS RJE
CHEN PO'I DMAR KHRID SNYAN BRGYUD BDUD RTZI'I ZEGS MA ZHES BYA
BA 'DI YANG RJE BTZUN DAM PA DGA' LDAN DAR RGYAS

DPAL BZANG PO'I ZHAL SNGA NAS LAS NYAMS KHRID LEGS PAR THOB
CING, TSUL 'DI'I 'KHRID GZHUNG MI 'DRA BA NYER GCIG TZAM LA THOS
BSAM CUNG ZAD BGYIS PA'I BANDE DHARMA BHA DRAS RANG LO NGA GCIG
PA SNA TSOGS KYI LOR BZHANG

@011A *, ,DNGUL CHU'I RI PHUG TU SBYAR BA'O,, ` THUN DNGOS THUN
MTSAMS GNYIS LAS DANG PO LA, ,SNGON 'GRO DNGOS GZHI RJES GSUM
SNGON 'GRO NI, ,SKYABS SEMS RDOR SEMS BLA MA MAndAL 'KHRID, ,

DNGOS GZHI BSKYED RDZOGS RJES NI BSNGO SMON NO, ,ZAS GOS GNAS
GNYID 'PHO BA BAR DO STE, ,THUN MTSAMS CHU BO RGYUN GYI RNAL
'BYOR DRUG , ` SDE DGE'I PAR RKOS SHES RAB BZANG POS PAR TU
BSGRUBS PA DGE'O, ,MANGGA LAm,, ,"
M0016423,64652,28,294,"SNYING PO DON GSUM MDOR BSDUS NYAMS SU LEN TSUL GRUB CHEN ZHAL LUNG ZHES BYA BA BZHUGS","@001B TSUL 'DI RNAM DPYOD SPYAN YANGS SLOB MA'I NGOR, ,BAN
GZUGS DHARMA BHA DRAS YI GER BRIS, ,DGE BAS MDO RGYUD SNYING
PO'I GDAMS PA 'DI, ,MI NYAMS PHYOGS BRGYAR YUN DU RGYAS GYUR CIG
,SARBA DZA GA TAm,, ,,"
M0016424,64653,28,295,"SNYING PO DON GSUM LAS BAR DO'I NYAMS LEN GYI STONG MTHUN BZHUGS","@003B (TSUL 'DI LUGS GNYIS 'JAL BA'I 'DREN BYED DKYUS, ,KUN
GSAL PHA MTHAR RNYEG PA'I DGUNG BLON DGE, ,BSKUL TSE MTHON PO'I
RIR GNAS BAN GZUGS KYIS, ,SMIN DRUG ZLA BA'I GRAL TSES BZANG POR
BRIS,, ,,)"
M0016425,64654,28,296,"SGROL MAR PHYAG 'TSAL NYER GCIG GIS BSTOD PA'I RNAM BSHAD YID 'PHROG AUTPA LA'I CHUN PO ZHES BYA BA BZHUGS SO","@012B (CES SGROL MAR PHYAG 'TSAL

NYER GCIG GIS BSTOD PA'I RNAM BSHAD YID 'PHROG AUTPA LA'I CHUN
PO ZHES BYA BA 'DI NI, PAn CHEN DGE 'DUN GRUB KYI t'IKKA LA GZHI
BYAS, RJE BTZUN GRAGS PA RGYAL MTSAN, THAMS CAD MKHYEN PA DGE
'DUN RGYA MTSO,

RJE T'A RA N'A THA RNAMS KYI 'GREL PA NAS LEGS CHA BSDUS, DPAL
LHA GCIG D'I PAm K'A RA DANG, PAn CHEN NYI MA SBAS PA'I BZHED
SROL DANG YANG GUNG CUNG ZAD BSGRIGS NAS SH'AKYA'I DGE SLONG
DHARMA BHA DRAS 'BRU MANG GI LO 'DI BO ZLA BA'I YAR TSES

BZANG PO LA BZHAD DNGUL CHU'I RI SBUG TU SBYAR BA'O, ,'DIS KYANG
BSTAN 'GRO LA PHAN THOGS PAR GYUR CIG , ,MANGGA LAm,, ,,)"
M0016426,64655,28,297,"SGROL MA MAndAL BZHI BA'I CHO GA MDOR BSDUS BZHUGS","@005A *, ,ZHES SGROL MA MAndAL BZHI PA'I SKABS SU 'DOD GSOL
'DI 'DRA ZHIG DGOS ZHES RJE DRUNG BLO BZANG TSE RING NAS BSKUL
MA MDZAD PA LTAR DHARMA BHA DRAS BRIS, ,

(*, ,SDE DGE'I PAR RKOS TSE RING DBANG RGYAL KYIS GANG SHES BLO
GROS KYIS SGO NAS BAR TU BSGRUBS PA DGE'O, ,ZHAL GRO, ,SARBA
MANGGA LAm,, ,,)"
M0016427,64656,28,298,"PHYAG MCHOD SMON LAM MDOR BSDUS DANG SGROL MA MAndAL BZHI BA'I CHOG BSGRIGS BZHUGS","@006A *, ,'DI NI RANG GIS DAM PA GONG MA'I GZHUNG LA BRTAGS
TE, NYAMS LEN JI LTAR BGYIS PA BZHIN, BRJED THOR DHARMA BHA DRAS
BRIS, DGE'O,, ,,"
M0016428,64657,28,299,"RJE BTZUN SENG LDENG NAGS KYI SGROL MA'I BSTOD PA LEGS BRIS MAR GRAGS PA'I 'GREL PA NYUNG NGU RNAM GSAL ZHES BYA BA BZHUGS","@010B (CES RJE BTZUN MA SGROL MA'I BSTOD PA LEGS BRIS MAR
GRAGS PA'I 'GREL PA 'DI YANG 'DI NANG GI RNAM G-YENG DOR NAS
GTAN BDE SGRUB PA LA RTZE GCIG TU GZHOL BA DKAR

PO BA'I GCES TSE RING DON GRUB LAGS NAS SNGA PHYIR NAN CHEN POS
BSKUL NGOR DGE SLONG DHARMA BHA DRAS GSER 'PHYANG GI LOR DNGUL
CHUR SBYAR BA'O, ,SHUBHAm,, ,,)"
M0016429,64658,28,300,"NO TITLE [@001A NA MO GU RU BHYA: 'DIR BZANG SPYOD KYI 'CHI TSUL NI,]","@001B ZHES BZANG SPYOD KYI 'CHI BLU MDOR BSDUS 'DI YANG MCHIMS
NAM MKHA' GRAGS, RJE NGAG DBANG BYAMS PA, PAn CHEN DPAL LDAN YE
SHES, TH'U BKVAN DHARMA BADZRA RNAMS KYI GSUNG LA BRTAGS NAS DGE
SLONG DHARMA BHA DRAS PHAN 'DOD KYIS BRIS PA'O, ,SHU BHA MASTU,,
,,"
M0016430,64659,28,301,"DPAL LDAN RDO RJE SEMS DPA'I BSGOM BZLAS DAG BYED BDUD RTZI'I BUM BZANG ZHES BYA BA BZHUGS SO","@015B CES DPAL LDAN RDO RJE SEMS DPA'I BSGOM BZLAS DAG BYED
BDUD RTZI'I BUM BZANG ZHES BYA BA 'DI YANG, LUNG RTOGS CHOS KYI
MDZOD 'DZIN DAM PA DGE SLONG YE SHES BSHES GNYEN LAGS NAS BSKUL

MA MDZAD NGOR, MKHAS GRUB DAM PA NGAG DBANG RDO RJE DPAL BZANG
PO'I ZHAL SNGA NAS DANG, THUB BSTAN YONGS KYI MNGA' BDAG RJE
BTZUN BLO BZANG BSTAN 'DZIN DPAL BZANG PO'I ZHAL SNGA NAS GNYIS
LAS CHOS 'DI'I ZAB 'KHRID LAM MANG DU NOD PA LA

BRTEN NAS 'DI SKOR GYI GZHUNG LUGS MANG PO'I YANG DAG DANG LTAR
SNANG GI RNAM DBYE LEGS PAR PHYED PA'I ^SH'AKYA'I DGE SLONG
DHARMA BHA DRAS DKAR PO'I LO'I CHU STOD ZLA BA'I YAR TSES BCO
LNGA'I NYIN BZHAD DNGUL CHU RI KHROD DGA' LDAN RTZE'I

SPONG BA BSAM GTAN GYI KHANG BUR SBYAR BA'O,, *, ,SVASTI, BSHANG
GRA PHYAG MDZOD RDO RJE TSE RING ZHES, ,DAD 'BYOR LDAN DES PAR
'DI BSKRUN PA'I DGES, ,GNAS SKABS TSE RING NAD MED 'BYOR BA
RGYAS, ,MTHAR THUG SGRIG BYANG TSOGS GNYIS MYUR RDZOGS SHOG
,SARBA MANGGA LAm,, ,,"
M0016431,64660,28,302,"BCOM LDAN 'DAS RDO RJE MI 'KHRUGS RGYAL PO LA BRTEN NAS SDIG PA SBYANG BA'I CHO GA LEGS BSHAD RGYA MTSO'I SNYING PO ZHES BYA BA BZHUGS SO","@015A *, ,CES BCOM LDAN 'DAS RDO RJE MI 'KHRUGS

@015B RGYAL PO LA BRTEN NAS SDIG PA SBYANG BA'I CHO GA LEGS
BSHAD RGYA MTSO'I SNYING PO ZHES BYA BA DI NI YUL GTZANG STOD
KYI DGE SLONG DHARMA BHA DRAS SHING BYI HOR ZLA BDUN PA'I TSES
NYER LNGA LA BRIS PA DGE LEGS

'PHEL,, ` SBYONG STEGS KHRU GANG GRU BZHI'I STENG, ,PADMA DKAR
PO 'DAB BRGYAD KYI, ,LTE YANG 'KHOR LO RTZIBS BRGYAD BRI, ,DE
STENG DRI GOS BZHAG PA LA, ,MING BYANG SMYUG MAR SBRAGS TE
GTZUGS, ,CHU GNYIS

NYER SPYOD TSAR GNYIS DANG, ,MTHEB SKYU DKAR RGYAN RGYAB PA
GSUM, ,TING LO GSUM DANG CHANG BU GSUM, ,GU GUL ME PHOR TIL NAG
DANG, ,YUNGS KAR BYE MA KHRUS KYI CHAS, ,RNAM BUM LAS BUM RDOR
DRIL DANG, ,

MAR ME 'JIM RLON TSVA PAR BCAS, ,STA GON BYA STE MING BYANG NI,
,SHOG BU NYIS STAB MDUN PHYOGS LA, ,PAD ZLA'I STENG DU MING YIG
NI, ,DANG PO THIG LAS BRGYAN PA YI, ,STENG DU GDUGS DANG G-YAS

GA-YON LA, ,RGYAL MTSAN BA DAN BRI PAR BYA, ,RGYAB TU BCOM LDAN
CHE GE YIS, ,TSE 'DAS CHE GE ZHES BGYI BA'I, ,SDIG SGRIB SH'ANTI
KU RU YE, SV'A H'A ZHES PA BRIS PA LA, ,DRI BZANG LEGS PAR BYUG
PAR BYA,, ,,

*, ,SDE DGA'I PAR RKOS SHES RAB BZANG POS PAR TU BSGRUBS PA
DGE'O,, SARBA MANGGA LAm,, ,,"
M0016432,64661,28,303,"SKRA CHOG RUS CHOG 'JIM PA BYIN RLABS SOGS BZHUGS","@003B ZHES PA 'DI YANG 'DUL 'DZIN GRAGS PA RGYAL MTSAN DANG,
RJE T'A RA N'A THA'I GZHUNG LA BRTEN NAS DHARMA

BHA DRAS BRIS PA'O,, SARBA DZA GA TAm,, ,,"
M0016433,64662,28,304,"RDOR SEMS KYI BSGOM BZLAS MDOR BSDUS BYA TSUL BZHUGS SO","@004B 'DI RNAMS DGE SLONG DHARMA BHA DRAS BRIS, ,MANGGA LAm,,"
M0016434,64663,28,305,"DAM TSIG RDO RJE'I SGOM BZLAS BZHUGS","@001B ZHES PA 'DI YANG DGE SLONG DHARMA BHA DRAS MAN NGAG LTAR
BRIS PAS PHAN THOGS PAR GYUR CIG ,SHU BHAm, ,"
M0016435,64664,28,306,"THUN DRUG GI RNAL 'BYOR NYAMS SU LEN TSUL THABS LA MKHAS PA'I DED DPON ZHES BYA BA BZHUGS SO","@010A *, ,TSUL 'DI DGE SLONG BLO BZANG DPAL 'BYOR GYIS, ,BSKUL
CHO 'JAM DPAL SNYING PO YAB SRAS DANG, ,CHOS KYI RGYAL MTSAN
BSKAL BZANG RGYA MTSO SOGS, ,SNGON BYON DAM PA'I GZHUNG MANG
GUNG BSGRIGS

TE; ;DBEN GNAS CHUMS KYI DGA' LDAN LHA SDINGS SU, ,DGE SLONG
DHARMA BHA DRAS YI GER BRIS, ,'DIR 'BAD DGE BAS DENG NAS BYANG
CHUB BAR, ,DAL 'BYOR RTEN THOB DAM PAS RJES BZUNG NAS, ,TSANG

@010B LA MA NOR SDOM GSUM BCAS MTSAMS LA, ,SGRUB PA SNYING POR
BYED PA MTHAR PHYIN SHOG ,BKRA SHIS DGE LEGS 'PHEL,, ,,"
M0016436,64665,28,307,"SMAN BLA'I MDO CHOG NYAMS LEN BDE 'JUG SNYING PO ZHES BYA BA BZHUGS","@006B CES PA 'DI NI RJE PRA DZNY'A RATNA'I NYAMS LEN BDE 'JUG
GI SNYING PO GSAL BAR BSDUS TE DHARMA BHA DRAS SBYAR BA'O, ,"
M0016437,64666,28,308,"NO TITLE [@001A SMAN BLA MCHED BDUN LA GSOL BA GDAB TSUL NI,]","@001B CES PA 'DI

YANG THAR RTZE NAM MKHA' DPAL BZANG DANG, KU S'A LI DHARMA
BADZRA GYI GSUNG LA BTUS NAS BAN GZUGS DHARMA BHA DRAS RANG GI
NYAMS LEN DU BRIS,, ` PAR 'DI BZHAD LJONGS DGE 'PHEL CHOS GRVAR
BZHUGS,, DGE LEGS 'PHEL,, ,,"
M0016438,64667,28,309,"BEE d'URYA DANG SMAN BLA'I GZUNGS BOD SKAD DU BSGYUR BA TOG GI BLO GROS ZHES BYA BA BZHUGS SO","@003B CES BEE d'URYA DANG SMAN BLA'I GZUNGS GNYIS BSTAN 'GROR
SMAN CHED BOD SKAD DU SGYUR CIG CES, ^RJE BLA MA BKA' DRIN ZLA
MED SENG CHEN RDO RJE 'CHANG

@004A *, ,CHEN PO'I BKA' SHOG SPYI BOR PHEBS PA'I DGONGS PA
BZHIN, ^DGE SLONG DHARMA BHA DRAS DGE BYED KYI LO DBO ZLA BA'I
GRAL TSES BZANG POR, DBEN GNAS DNGUL CHU'I RI PHUG TU BSGYUR
BA'I YI GE

PA NI RANG DBON DBYANGS CAN GRUB PA'I RDO RJES BGYIS PA BY'A DZA
YANTU, ,SVA STI; RGYAL BSTAN GRU YIS 'GRO BA KUN, ,RNAM MKHYEN
NOR BU'I GLING MCHOG TU, ,DKRI PHYIR DGE 'PHEL CHOS GRVA NAS,
,CHOS

SBYIN 'DOD RGU'I CHAR 'DI PHAB,, ,,"
M0016439,64668,28,310,"NO TITLE [@001A GNAS BRTAN PHYAG MCHOD KYI SKABS SU KHRUS GSOL MDOR BSDUS BYA TSUL NI,]",
