serialNo,catRecID,volRecID,serNoRecID,Title-Tibetan,"colophon "
M0005921,42789,5,26,"LHA MO BZHIS YONGS SU ZHUS PA'I RGYUD BZHUGS SO","@007A *, ,RGYA GAR GYI MKHAN PO SHR'ADDH'A KARA WARMA DANG,
BOD KYI LO TZ'A BA RIN CHEN BZANG POS BSGYUR CING ZHUS TE GTAN
LA PHAB PA'O,, ,,AOm SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I
BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD,
,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE
NAS CHOS SBYIN CHAR 'DI SPEL, ,MANGGA LAm,, ,,"
M0005922,42790,5,27,"DUS PA'I BSHAD RGYUD LHA MO BZHIS ZHUS KYI RGYA CHER BSHAD PA SROG RTZOL GYI DE KHO NA NYID GSAL BA ZHES BYA BA BZHUGS SO","@051B CES DPAL THAMS CAD GSANG BA'I MCHOG GSANG CHEN ZHES BYA
BA'I RGYUD KYI DUM BU, DPAL GSANG BA 'DUS PA'I BSHAD PA'I RGYUD
LHA MO BZHIS YONGS SU

ZHUS PA ZHES BYA BA'I RGYA CHER BSHAD PA SROG RTZOL GYI DE KHO
NA NYID GSAL BA ZHES BYA BA 'DI NI, DPAL GSANG BA 'DUS PA'I RNAL
'BYOR PA SHAR TZONG KHA PA BLO BZANG GRAGS PA'I DPAL GYIS RTZA
BA DANG BSHAD PA'I RGYUD 'GREL PA

DANG BCAS PA DANG, PHRAN DRUG 'GREL PA DANG BCAS PA LA RING DU
'DRIS PAR BYAS PA'I MAN NGAG DANG, RGYUD 'DI 'GREL PA GTIS KYIS
LEGS PAR BSHAD PA'I CHA LA'ANG BRTEN NAS 'BROG RI BO CHE DGE
LDAN RNAM

@052A *, ,PAR RGYAL BA'I GLING DU SBYAR BA'I YI GE PA NI SDOM
BRTZON SDE SNOD 'DZIN PA 'DUS PA'I DON TSUL BZHIN DU BSGRUB PA
LA BRTZON PA DAR MA BZANG PO'O,, ,,AOm SVA STI, RGYAL BSTAN

PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM
GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG
CHEN GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL, ,MANGGA
LAm,, ,,"
M0005923,42791,5,28,"DPAL YE SHES RDO RJE KUN LAS BTUS PA ZHES BYA BA RNAL 'BYOR CHEN PO'I RGYUD BZHUGS SO","@007B RGYA GAR GYI MKHAN PO PAndI TA DZNY'A NA KA RA ZHAL SNGA
NAS DANG, ZHU CHEN GYI LO TZ'A PA KHU STON DNGOS GRUB KYIS
BSGYUR CING ZHUS NAS GTAN LA PHAB PA, SLANG NAS BLA MA DE NYID
DANG, DGE SLONG TSUL KHRIMS RGYAL BAS ZHUS NAS GTAN LA PHAB
PA'O,, ,,AOm SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I BSUNG CAN,
,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN
SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS
SBYIN CHAR 'DI SPEL, ,MANGGA LAm,, ,,"
M0005924,42792,5,29,"DPAL GSANG BA 'DUS PA'I BSHAD PA'I RGYUD YE SHES RDO RJE KUN LAS BTUS PA'I t'IKKA BZHUGS SO","@066B CES DPAL YE SHES RDO RJE KUN LAS BTUS PA'I RGYUD KYI
RGYA CHER BSHAD PA RGYUD BSHAD THABS KYI MAN NGAG GSAL BAR BSTAN
PA ZHES BYA BA 'DI NI, ,DPAL GSANG

BA 'DUS PA'I RNAL 'BYOR PA SHAR TZONG KHA PA BLO BZANG GRAGS
PA'I DPAL GYIS, 'BROG RI BO CHE DGA' LDAN RNAM PAR RGYAL BA'I
GLING DU SBYAR BA'I YI GE PA NI DKA' BZHI PA RIN CHEN DPAL LO, ,

@067A *, ,'DIS KYANG BSTAN PA RIN PO CHE PHYOGS DUS KUN DU RGYAS
PAR BYED NUS PAR GYUR CIG , ,,AOm SVA STI, RGYAL BSTAN PAD TSAL
PHAN BDE'I BSUNG CAN, ,

BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN
SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS
SBYIN CHAR 'DI SPEL, ,MANGGA LAm,,"
M0005925,42793,5,30,"DPAL GSANG BA 'DUS PA MI BSKYED RDO RJE'I DKYIL 'KHOR GYI DE NYID RAB TU GSAL BA BZHUGS SO","@078A *, ,CES DPAL GSANG BA DUS PA MI BSKYOD RDO RJE'I DKYIL
'KHOR GYI CHO GA DBANG GI DON GYI DE NYID RAB DU GSAL BA ZHES
BYA BA 'DI NI 'DUS PA'I LAM LA SGRUB PA SNYING POR BYED PA'I
SDOM BSTZON MANG POS BSKUL BA'I DON DU, DPAL BSANG BA 'DUS PA'I
RNAL 'BYOR PA BLO BZANG GRAGS PA'I DPAL GYIS 'OL KHA'I DBEN GNAS
BSAM GTAN GLING DU SBYAR BA'O, ,AOm SVA STI, RGYAL BSTAN PAD
TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL
SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN
GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,,SARBA MANGGA
LAm,, ,,"
M0005926,42794,5,31,"GSANG 'DUS BSKYED RIM GYI ZIN BRIS BZHUGS SO","@040A *, ,DPAL GSANG BA 'DUS PA'I BLA MA BRGYUD PA NI, SANGS
RGYAS RDO RJE 'CHANG, GSANG BDAG PHYAG NA RDO RJE,

RGYAL PO AINDRA PO DHI, KLU'I RNAL 'BYOR MA, RGYAL PO BI SU
KALPA, BRAM ZE SA RA HA, MGON PO KLU SGRUB, A'A R+YA DE BA,
KLU'I BYANG CHUB, SH'AKYA BSHES GNYEN, ZLA BA GRAGS PA, SLOB
PA'I RDO RJE, NAG PO SPYOD PA, SA 'DRES PA, SGRA BSGYUR 'GOS,

RTOG YE SHES RGYAL MTSAN, YE SHES SENG GE ,GLAN TZTSA NYI MA
LCAM, BLA MA GZHON NU 'OD, KUN MKHYEN CHOS SKU 'OD ZER, 'PHAGS
'OD YON TAN RGYA MTSO, BU STON THAMS CAD MKHYEN PA, RIN PO CHE
KHYUNG PO, RJE BTZUN DAM PA BLO BZANG GRAGS

PA'I DPAL, YANG BU STON RIN CHEN, LO TZ'A BA BYANG RTZE, RJE
BTZUN RED MDA' BA, THAMS CAD MKHYEN PA BLO BZANG GRAGS PA'I
DPAL, YANG BU STON, BLA MA CHOS KYI DPAL, MKHYEN RAB KYI DBANG
PHYUG BLO BZANG GRAGS PA'I DPAL LO,, ,,

@040B 'DI 'BA' SER DKA' BCU PA ZHES PAS RIM PA DANG PO'I MAN
NGAG GI GNAD RNAMS DANG RJE'I GSUNG BGROS GZHAN DU MI GSAL BA
RNAMS BRJED THO TZAM DU BKOD PA YIN NO,, SVA STI, RGYAL BSTAN
PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,

BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN
SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS
SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0005927,42795,5,32,"GSANG 'DUS DKA' GNAD ZIN BRIS BZHUGS SO","@026A *, ,'DI PHAG LO'I STON DUS DBUS KYI LHA SA SER CHOS
SDINGS SU, BLA MA RIN PO CHE BLO BZANG GRAGS PA'I ZHAL SNGA NAS,
DRUNG 'KHOR NYI SHU RTZA LNGA LA GSANG 'DUS RIM LNGA'I KHRID
GNANG DUS, SLOB DPON DKA' BCU PA DAR MA RIN CHEN GYIS ZIN BRIS
SU MDZAD CING BKA' RGYA SHIN TU DAM PAR MDZAD DO,, ,,SVA STI,
RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB
RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA'
LDAN THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI
SPEL, ,SARBA MANGGA LAm,, ,,"
M0006124,43142,6,33,"BSHAD RGYUD RDO RJE PHRENG BA'I ZIN BRIS NYID KYIS GNANG BA BZHUGS SO","@006A *, ,'DI NI RJE THAMS CAD MKHYEN PA RANG NYID KYIS MDZAD
PA'I ZIN BRIS SO, ,'DIS KYANG SANGS RGYAS

@006B KYI BSTAN PA RIN PO CHE SGO THAMS CAD NAS PHYOGS THAMS CAD
DU DAR ZHING RGYAS LA YUN RING DU GNAS PAR GYUR CIG ,SVA STI,
RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB
RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,

'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE
NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm, BHA WANTU,,"
M0006125,43143,6,34,"RDO RJE BZLAS PA'I RIM PA'I ZIN BRIS BZHUGS SO","@089A *, ,CES GSUNGS PA DI NI RDO RJE BZLAS PA'I RIM PA'I RNAM
BSHAD 'DIR YANG SBYAR BAR BYA'O, ,SVA STI, RGYAL BSTAN PAD TSAL
PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL
SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN
GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA
LAm,, ,,"
M0006126,43144,6,35,"DGONGS PA BLA NA MED PA'I RIM PA'I ZIN BRIS","@032A *, ,'DI NI SLOB DPON GYIS BTAGS PA'I MING DU MNGON TE,
SPYOD BSDUS LAS DE BZHIN DU SMOS PA'O, ,THAMS CAD NI SNANG BA
GSUM DANG RANG BZHIN RNAMS SO, ,RNAM PAR DAG PA NI 'OD GSAL TE
'DI NI SLOB DPON SH'AKYA' BSHES GNYEN KYIS BTAGS PA'I MING DU
MNGON NO, ,DGONGS PA BLA NA MED PA'I RIM PA BSHAD ZIN TO,, ,,
SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD
SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD
PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS SBYIN
CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0006127,43145,6,36,"MAN NGAG GI MTHAR THUG BDAG BYIN RLABS BZHUGS SO","@012A *, ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,
'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE
NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0006128,43146,6,37,"MAN NGAG GI MTHAR THUG MNGON PAR BYANG CHUB PA'I RIM PA'I BSHAD PA RJES MDZAD PA BZHUGS SO","@015A *, ,'DI NI GTZO CHER BSHAD RGYUD RDO RJE PHRENG BA LA
BRTEN NAS MDZAD PA'O, ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I
DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I
BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE
CHE NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0006129,43147,6,38,"RIM LNGA BSDUS PA'I ZIN BRIS BZHUGS SO","@025A *, ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,
'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE
NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0006130,43148,6,39,"RJE BTZUN TZONG KHA PA CHEN PO'I BKA' 'BUM LAS RNAL 'BYOR BZHI RIM BZHUGS SO","@015A *, ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,
'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE
NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0006131,43149,6,40,"RNAL 'BYOR BZHI'I RIM PA'I t'IKKA BZHUGS SO","@005A *, ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,
'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE
NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0006132,43150,6,41,"'DUS PA'I DKA' GNAD GYI ZIN BRIS BZHUGS SO","@002B SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG CAN,
,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN
SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS
SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0006133,43151,6,42,"RGYAL BAS BYIN DANG SH'ANTI PA'I GSANG 'DUS KYI 'GREL PA DANG 'DUL BA BYIN GYI SGYU 'PHRUL DKYIL CHOG GI ZIN BRIS BZHUGS SO","@008A *, ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO
KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE NAS
CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0006134,43152,6,43,"KHRO BCU'I ZIN BRIS BZHUGS SO","@005A *, , SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, , BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD,
,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE
NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0006135,43153,6,44,"LHAG PA YI NI LHA GCIG NYID CES PA'I DON BSHAD PA","@003A *, ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,
'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE
NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0006136,43154,6,45,"DPAL GSANG BA 'DUS PA'I DKYIL 'KHOR GYI CHO GA'I NGAG DON LHAN THABS BZHUGS SO","@018A ` SHAR TZONG KHA PA THAMS CAD MKHYEN PA CHOS RJE SLOB
DPON RIN PO CHE BLO BZANG GRAGS PA'I DPAL ZHES 'JIG RTEN NA NYI
ZLA LTAR GRAGS PA DE'I ZHAL SNGA NAS KYI GSUNG 'GROS JI LTA BA
BZHIN, 'DUL BA PA'I MING CAN GRAGS PA RGYAL MTSAN GYIS 'BROG RI
BO DGE LDAN RNAM PAR RGYAL BA'I GLING DU BRIS PA'O, ,SVA STI,
RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB
RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA'
LDAN THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI
SPEL, ,SARBA MANGGA LAm,, ,,"
M0005950,42818,7,46,"RGYUD KYI RGYAL PO DPAL GSANG BA 'DUS PA'I MAN NGAG RIM PA LNGA RAB TU GSAL BA'I SGRON ME ZHES BYA BA BZHUGS SO","@341A *, ,CES RGYUD KYI RGYAL PO DPAL GSANG BA 'DUS PA'I
SNYING PO ZAB MO RIM PA LNGA'I GNAD KYI DON THAMS CAD RAB TU
GSAL BAR BYED PA'I SGRON ME ZHES BYA BA 'DI NI LAM 'DI LA SGRUB
PA SNYING POR BYED PA'I DGE PA'I BSHES GNYEN DU MAS, RIM PA
LNGA'I

LAM GYI GNAD RNAMS RGYAS LA GSAL ZHIG YI GER 'GOD PAR ZHU ZHES
YANG DANG YANG DU GSOL BA BTAB PA'I DON DU, RJE BTZUN DAM PA
KHYUNG PO LHAS PA DANG, RJE BTZUN DAM PA KU M'A RA MA TI LA SOGS
PA'I BLA MA DAM PA RNAMS KYI ZHABS KYI RDUL SPYI BOS

LEN PA, DPAL GSANG BA 'DUS PA'I RNAL 'BYOR PA MANG DU THOS PA'I
DGE SLONG SHAR TZONG KHA PA BLO BZANG GRAGS PA'I DPAL GYIS 'BROG
RI PO CHE DGA' LDAN RNAM PAR RGYAL PA'I GLING DU SBYAR BA'I YI
GE PA NI DKA' BZHI 'DZIN PA'I GSANG 'DUS PA

RIN CHEN DPAL LO,, MANGGA LAm,, SVA STI, RGYAL BSTAN PAD TSAL
PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL
SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN
GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,, ,,"
M0005851,42669,8,47,"RJE BTZUN 'JAM PA'I RDO RJE'I SGRUB THABS 'JAM PA'I DBYANGS KYI DGONGS PA GSAL BA BZHUGS SO","@023A *, ,CES RJE BTZUN 'JAM PA'I RDO RJE'I SGRUB THABS 'JAM
PA'I DBYANGS KYI DGONGS PA GSAL BA ZHES BYA BA 'JAM PA'I DBYANGS
LA MI PHYED PA'I DAD PA DANG LDAN PA SHAR TZONG KHA PA BLO BZANG
GRAGS PA'I DPAL GYIS DON GNYER CAN MANG PO'I DON DU 'GYUR BAR
MTHONG NAS 'BROG RI BO CHE DGE LDAN RNAM PAR RGYAL PA'I GLING DU
SBYAR BA'I YI GE PA NI DKA' BZHI RIN CHEN DPAL LO, ,'DIS KYANG
BSTAN PA RIN PO CHE PHYOGS DUS KUN TU DAR ZHING RGYAS PAR PHYED
NUS PAR GYUR CIG ,AOm SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I
DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I
BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE
CHEN NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAM,, ,,"
M0005852,42670,8,48,"CHO GA NYI SHU'I KHUNGS DGOD PA BZHUGS SO","@009A *, ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO
KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHEN NAS
CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAM,, ,,"
M0005853,42671,8,49,"RJE'I ZHAL GYI GDAMS PA RIM GNYIS SGOM TSUL STHA BIRA S'A DHU BHA DRAS ZIN BRIS SU BKOD PA BZHUGS SO","@014A *, ,LHA DANG BCAS PA'I 'JIG RTEN THAMS CAD KYI SKYABS
GNAS BDE BAR GSHEGS PA'I RING LUGS PA CHEN PO RJE BTZUN DAM PA
BLO BZANG GRAGS PA'I DPAL ZHES SA GSUM NA GRAGS PA DE'I ZHAL GYI
GDAMS PA 'GA' ZHIG GSAL SGRON DANG, KHRID YIG GNYIS DANG SBYAR
TE, SBONG BA PA SA DHU BHA DRAS GNAD SA CHEN PO DGE LDAN PHYOGS
THAMS CAD LAS RNAM PAR RGYAL BA'I GLING DU BRIS PA DGE LEGS
'PHEL BAR GYUR CIG ,'DIS KYANG BSTAN PA DANG SEMS CAN LA PHAN PA
RGYA CHEN PO 'BYUNG BAR GYUR CIG ,SVA STI, RGYAL BSTAN PAD TSAL
PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL
SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN
GLING, ,CHOS SDE CHEN NAS CHOS SBYIN CHAR 'DI SPEL, ,MAm GHA LA
SHU BHAm,, ,,"
M0005854,42672,8,50,"RGYUD KYI RGYAL PO DPAL GSANG BA 'DUS PA'I RDZOGS RIM RIM LNGA GDAN RDZOGS KYI DMAR KHRID BZHUGS SO","@063A *, ,CES RGYUD KYI RGYAL PO DPAL GSANG BA 'DUS PA'I
RDZOGS RIM RIM LNGA GDAN RDZOGS KYI DMAR KHRID CES BYA BA 'DI,
SNGON GYI BLA MA RNAMS KYIS KHRID YIG KHA 'THOR PA MANG DU MDZAD
PA RNAMS PHYOGS GCIG TU SGRIGS TE, RGYU DANG YAB SRAS KYI GZHUNG
GIS GSAL DU BTANG DGOS PA RNAMS KHA BSKANGS NAS GNAD KYI DON
RNAMS RDZOGS PAR DPAL GSANG BA 'DUS PA'I RNAL 'BYOR PO SHAR
TZONG KHA PA BLO BZANG GRAGS PA'I DPAL GYIS, 'BROG RI BO CHE DGE
LDAN RNAM PAR RGYAL PA'I GLING DU SBYAR PA'I YI GE PA NI GSANG
BA 'DUS PA'I TSUL LA SBYANGS PA DKA' BZHI PA RIN PO CHE DPAL LO,
,'DIS KYANG BSTAN PA RIN PO CHE PHYOGS KUN TU RGYAS PAR BYED NUS
PAR GYUR CIG ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI
BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD,
,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHEN
NAS CHOS SBYIN CHAR 'DI SPEL, ,MANGGA LAm,, ,,"
M0005855,42673,8,51,"RAB GNAS RGYAS PA'I ZIN BRIS BZHUGS SO","@034B ZHES PA 'DI RGYAL BA'I GSUNG RAB MTHA' DAG LA MI 'JIGS
PA'I SPOBS PA BRNYES NAS, RGYAL BA'I BSTAN PA RIN PO CHE SGO SNA
TSOGS NAS PHYOGS THAMS CAD DU RGYAS PAR MDZAD PA, CHOS KYI RJE
RIN PO CHE BLO BZANG GRAGS PA'I DPAL GYI ZHAL SNGA NAS KYI GSUNG
BGROS LTAR, 'BROG RI BO CHE DGA' LDAN RNAM PAR RGYAL BA'I GLING
DU DKA' BZHI 'DZIN PA GRAGS PA RGYAL MTSAN GYIS YI GER BKOD
PA'O, 'DIS KYANG RGYAL BA'I BSTAN PA RIN PO CHE PHYOGS THAMS CAD
DU RGYAS PAR BYED NUS PAR GYUR CIG ,SARBA MANGGA LAm, ,SVA STI,
RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB
RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA'
LDAN THEG CHEN GLING, ,CHOS SDE CHEN NAS CHOS SBYIN CHAR 'DI
SPEL, ,MANGGA LAm,, ,,"
M0005856,42674,8,52,"//NYA//DKAR CHAG",
M0005857,42675,9,53,"BCOM LDAN 'DAS DPAL 'KHOR LO BDE MCHOG GI MNGON PAR RTOGS PA'I RGYA CHER BSHAD PA 'DOD PA 'JO BA ZHES BYA BA BZHUGS SO","@196B CES RNAL 'BYOR GYI DBANG PHYUG L'U AI PAS MDZAD PA'I
BCOM LDAN 'DAS DPAL 'KHOR LO BDE MCHOG GI MNGON PAR RTOGS PA'I
RGYA CHER BSHAD PA 'DOD 'JO ZHES BYA BA 'DI NI, MDO DANG SNGAGS
KYI SDE SNOD 'DZIN PA, LAM 'DI NYID NYAMS SU LEN PA LA MOS PA
MANG POS SGRUB

THABS KYIS 'GREL BA SHIN TU RGYAS PA ZHIG GYIS ZHES NAN TAN GYIS
BSKUL BA'I DON DU, BDE MCHOG GI RTZA BA DANG BSHAD PA'I RGYUD
KUN DANG, DE DAG GI 'GREL PA RNAMS DANG, GZHUNG 'DI'I 'GREL PA
DRUG DANG, SGRUB THABS KYI RGYA GZHUNG GZHAN

@197A *, ,RNAMS LA'ANG RING DU 'DRIS PAR BYAS SHING, BOD KYI BDE
MCHOG GI BSHAD SROL SO SO BA YANG MANG DU BSTAS NAS MANG DU THOS
PA'I DGE SLOB BLO BZANG GRAGS PA'I DPAL GYIS 'BROG RI BO CHE
DGA' LDAN RNAM PAR RGYAL BA'I GLING

DU SBYAR BA'I YI GE PA NI DKA' BZHI PA RIN CHEN DPAL LO,,
,,SARBA MANGGA LAm, SVA STI, DAD STOBS PHUN TSOGS SDE BZHI'I
DPAL YON CAN, ,STOBS KYI 'KHOR BSGYUR KHAL KHA MER RGEN WANG,
,LHA BSRUNG BADZRA MA YUM ZHI BA DANG, ,SKU

MCHED DANG BCAS DNGUL SRANG NYIS BRGYA YI, ,RGYU YON LTAG BSAM
NGAG BAS LEGS SBYAR NAS, ,PUSTA TA 'DI DPAR DU BSKRUN PA'I DGES,
,MI DBANG YUM DAD SKU MCHED SKU TSE BRTAN, MTSAN JUS MNGA' THANG
CHAB SRIR SNYAN GRAGS RGYAS, ,SKYE BAR

DAM PA'I MGON GYIS RJES BZUNG NAS, ,RLABS CHEN RGYAL SRAS SPYOD
PA MTHAR PHYIN SHOG ,RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO
KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHEN NAS
CHOS SBYIN CHAR 'DI SPEL, ,"
